epoch;Train_Acc;Train_Loss;Train_MSE;Val_Acc;Val_Loss;Val_MSE;Run
20;0.936837321489;0.187099906447;NA;0.924730216694;0.21680919203;NA;Batch32
21;0.9370995409;0.186446604763;NA;0.925656479507;0.214653082439;NA;Batch32
22;0.937401665924;0.185681420216;NA;0.925590572687;0.216112909638;NA;Batch32
23;0.937654436432;0.18498453632;NA;0.926301047101;0.212132874483;NA;Batch32
24;0.937886566323;0.184359135938;NA;0.926003913627;0.212815236681;NA;Batch32
25;0.938097554091;0.183763323765;NA;0.925377158597;0.216354465133;NA;Batch32
26;0.938369090964;0.18304670554;NA;0.925691426601;0.214560694693;NA;Batch32
27;0.938499093045;0.182644260108;NA;0.924881625754;0.216667553593;NA;Batch32
28;0.938738519499;0.182010583457;NA;0.925830790121;0.214886054173;NA;Batch32
29;0.938878874294;0.181499944811;NA;0.925875830724;0.214431665702;NA;Batch32
30;0.939057051484;0.181000770153;NA;0.925773450217;0.214116233846;NA;Batch32
31;0.939238147502;0.180537437959;NA;0.925576831066;0.213701883094;NA;Batch32
32;0.93938582078;0.180042474497;NA;0.924491185224;0.216907181989;NA;Batch32
33;0.939548855896;0.1795076708;NA;0.925635527688;0.214549412586;NA;Batch32
34;0.939664685652;0.179113791893;NA;0.925821291103;0.215246448492;NA;Batch32
35;0.939790089493;0.17874075378;NA;0.925652916824;0.216358205119;NA;Batch32
36;0.939896934738;0.178405620862;NA;0.925686422239;0.215199686356;NA;Batch32
37;0.940046092528;0.1779549975;NA;0.925595068391;0.214506066752;NA;Batch32
38;0.940176050645;0.177618108589;NA;0.925428985395;0.215558215705;NA;Batch32
39;0.940251666642;0.177269809944;NA;0.925960653354;0.214193212359;NA;Batch32
40;0.940304367433;0.177025990024;NA;0.925354341167;0.215460850232;NA;Batch32
41;0.940413939214;0.176701143618;NA;0.925269773265;0.214696124691;NA;Batch32
42;0.940492985546;0.176384300326;NA;0.923975633665;0.217874139877;NA;Batch32
43;0.940575935788;0.176095380787;NA;0.925303616831;0.21633162639;NA;Batch32
44;0.940634523731;0.175846966669;NA;0.925565126288;0.216242017952;NA;Batch32
45;0.940741309025;0.175495907011;NA;0.925510329617;0.214648191334;NA;Batch32
46;0.940818738905;0.175262533888;NA;0.924609937584;0.216678881224;NA;Batch32
47;0.940897703603;0.174970068119;NA;0.92568006037;0.215959014761;NA;Batch32
48;0.940950240822;0.174767956156;NA;0.925064672369;0.216648949546;NA;Batch32
49;0.941013758949;0.174581894284;NA;0.925223884988;0.216017761905;NA;Batch32
50;0.941068232803;0.174307826495;NA;0.925475382919;0.21787549135;NA;Batch32
51;0.941134612883;0.174074930229;NA;0.925499132681;0.21502121109;NA;Batch32
52;0.941212793072;0.173864222218;NA;0.925273251329;0.217429943443;NA;Batch32
53;0.94124724778;0.173662431612;NA;0.925502103404;0.215862312018;NA;Batch32
54;0.941273769227;0.173489788781;NA;0.925486579664;0.215770587328;NA;Batch32
55;0.941362794716;0.173219409711;NA;0.925335680009;0.21583398311;NA;Batch32
56;0.941421439414;0.172973881687;NA;0.925287500255;0.215922874069;NA;Batch32
57;0.941470075936;0.172753427016;NA;0.925502017938;0.218630977127;NA;Batch32
58;0.941516948545;0.17255552873;NA;0.925361549659;0.217834199469;NA;Batch32
59;0.941567302065;0.172358935593;NA;0.925456893616;0.216596482648;NA;Batch32
60;0.941627041907;0.172144547175;NA;0.924785181367;0.217156657734;NA;Batch32
61;0.941632059793;0.172114468616;NA;0.925566143346;0.215728915987;NA;Batch32
62;0.941687151678;0.171946921037;NA;0.925185034803;0.216983211234;NA;Batch32
63;0.941692292075;0.17182666203;NA;0.925261631413;0.217175819994;NA;Batch32
64;0.941789565333;0.171596643284;NA;0.925110391165;0.217533649996;NA;Batch32
65;0.941855669612;0.171429820413;NA;0.925437806385;0.21852296385;NA;Batch32
0;0.918585119607;0.253081820926;NA;0.918070965246;0.264779345585;NA;SGD_lr0.01
1;0.921749051795;0.236378483754;NA;0.921093285036;0.238221136948;NA;SGD_lr0.01
2;0.924369498172;0.226255218305;NA;0.924065128712;0.226049504822;NA;SGD_lr0.01
3;0.925954640507;0.220258649485;NA;0.909348908319;0.271601656916;NA;SGD_lr0.01
4;0.926930566867;0.216440626909;NA;0.926164830222;0.217041019822;NA;SGD_lr0.01
5;0.927756760824;0.213252698825;NA;0.925419747813;0.216662972422;NA;SGD_lr0.01
6;0.928459659771;0.210372735395;NA;0.92508003202;0.243999519647;NA;SGD_lr0.01
7;0.929130720524;0.207573249621;NA;0.927496035209;0.209833926637;NA;SGD_lr0.01
8;0.929809207092;0.204881543692;NA;0.926243120719;0.217098796733;NA;SGD_lr0.01
9;0.930570759672;0.202076712453;NA;0.927755085172;0.207695156537;NA;SGD_lr0.01
10;0.931348835007;0.199052427512;NA;0.928165540568;0.207622953929;NA;SGD_lr0.01
11;0.932156424968;0.196119861166;NA;0.927361844899;0.205415045723;NA;SGD_lr0.01
12;0.933051086804;0.193132780008;NA;0.926908554371;0.205577940835;NA;SGD_lr0.01
13;0.933973973708;0.19032250771;NA;0.922846651018;0.214183770728;NA;SGD_lr0.01
14;0.934937685563;0.187620885447;NA;0.928499486284;0.205053202895;NA;SGD_lr0.01
15;0.935778504034;0.185153224116;NA;0.928614251854;0.201941665891;NA;SGD_lr0.01
16;0.936683992505;0.182762455994;NA;0.928554789937;0.203959272741;NA;SGD_lr0.01
17;0.937495511402;0.180558173737;NA;0.928430270892;0.205378505076;NA;SGD_lr0.01
18;0.938302807099;0.178442218157;NA;0.927788250599;0.20814286015;NA;SGD_lr0.01
19;0.938943713031;0.176655338595;NA;0.927190758655;0.204594241604;NA;SGD_lr0.01
20;0.93961781835;0.174772934273;NA;0.919563336822;0.216700563843;NA;SGD_lr0.01
21;0.940245427261;0.173097241198;NA;0.927756271148;0.204562627399;NA;SGD_lr0.01
22;0.940772420593;0.171551143468;NA;0.925780412842;0.206714311339;NA;SGD_lr0.01
23;0.94128983023;0.170042227294;NA;0.927387462102;0.205501253603;NA;SGD_lr0.01
24;0.941730722788;0.168721555808;NA;0.927634722185;0.207382777373;NA;SGD_lr0.01
25;0.942091934814;0.167584212587;NA;0.926976751736;0.207089533415;NA;SGD_lr0.01
26;0.942464165773;0.166402031213;NA;0.926369081199;0.207769465555;NA;SGD_lr0.01
27;0.942824502467;0.165354892973;NA;0.927100082942;0.207107083953;NA;SGD_lr0.01
28;0.943102036824;0.164372536004;NA;0.925502617535;0.207912713325;NA;SGD_lr0.01
29;0.943404759122;0.163416290787;NA;0.926156941078;0.208515901064;NA;SGD_lr0.01
30;0.943652206119;0.162542517861;NA;0.920212568236;0.219027012651;NA;SGD_lr0.01
31;0.943888491043;0.161754248541;NA;0.925675233728;0.209358054153;NA;SGD_lr0.01
32;0.944123066321;0.160978336089;NA;0.925248490569;0.210973010645;NA;SGD_lr0.01
33;0.944340979718;0.160218804009;NA;0.9238127821;0.212109698986;NA;SGD_lr0.01
34;0.94453753142;0.159497760702;NA;0.925034737456;0.21056986691;NA;SGD_lr0.01
35;0.944703765087;0.158881224773;NA;0.924127473492;0.21237578018;NA;SGD_lr0.01
36;0.94486801403;0.158269873319;NA;0.925748348831;0.210527853771;NA;SGD_lr0.01
37;0.945022509828;0.157670813485;NA;0.925796190631;0.213159857345;NA;SGD_lr0.01
38;0.94519238355;0.157101236768;NA;0.925360963947;0.211723410248;NA;SGD_lr0.01
39;0.945329453037;0.156545716539;NA;0.92172249606;0.216928063174;NA;SGD_lr0.01
40;0.945467387822;0.156025681292;NA;0.924820051222;0.212657217825;NA;SGD_lr0.01
41;0.945581507156;0.155553327452;NA;0.921356485036;0.218284729225;NA;SGD_lr0.01
42;0.94573388198;0.15501800688;NA;0.922626961224;0.216186501925;NA;SGD_lr0.01
43;0.945867439522;0.154522840742;NA;0.91864640206;0.223296800572;NA;SGD_lr0.01
44;0.945980071265;0.15408885454;NA;0.920269145812;0.220843879678;NA;SGD_lr0.01
45;0.946079136511;0.153704960465;NA;0.925717985199;0.21381230357;NA;SGD_lr0.01
46;0.946188680004;0.153298097297;NA;0.926433888173;0.213887946569;NA;SGD_lr0.01
47;0.946273415794;0.152955569997;NA;0.926635428374;0.214820280833;NA;SGD_lr0.01
48;0.946357891153;0.15256383898;NA;0.922324567697;0.21813425551;NA;SGD_lr0.01
49;0.946464578876;0.1521940111;NA;0.925638842159;0.214580423561;NA;SGD_lr0.01
0;0.919769117524;0.251517190221;0.0684757263754;0.920314872271;0.275947739113;0.0737503352457;Batch128adam
1;0.924286152775;0.226514576278;0.0621929227944;0.925251972409;0.228839789268;0.0618238186671;Batch128adam
2;0.926731525889;0.215123116969;0.0593539111946;0.926145751225;0.22599391502;0.0611804475194;Batch128adam
3;0.928152148127;0.209278647391;0.057850168828;0.927542862542;0.220052977501;0.0598569151431;Batch128adam
4;0.929428533555;0.204985631338;0.0566929876423;0.927786642998;0.211837256706;0.0580709372069;Batch128adam
5;0.930503377975;0.201355679774;0.0557081478979;0.92751911411;0.215527802907;0.0587324096934;Batch128adam
6;0.931648844859;0.197826919329;0.0547326623911;0.927196536024;0.209863706773;0.0578518118684;Batch128adam
7;0.93275682849;0.194745966305;0.0538402560287;0.928672875081;0.205771143935;0.0570065372647;Batch128adam
8;0.933728345841;0.192059430735;0.0530472935955;0.927868839162;0.209288216386;0.0575893844258;Batch128adam
0;0.918213078762;0.263356332245;0.0710877391172;0.915069353422;0.267947360006;0.0733211687283;4LayerDropG
1;0.918992444056;0.254632948304;0.0692371152445;0.915089626616;0.251039765488;0.0696604910308;4LayerDropG
2;0.921011696914;0.241365881467;0.0659489534626;0.915274626663;0.247872568265;0.0692134701756;4LayerDropG
3;0.922337638261;0.234940134758;0.0642877452012;0.914948736013;0.253275011212;0.0708010534071;4LayerDropG
4;0.923240141661;0.230583383489;0.0631827723551;0.916633822678;0.240012633451;0.0671543319532;4LayerDropG
5;0.923944936309;0.227136447933;0.0623354796342;0.919218112145;0.233694323593;0.0644580445419;4LayerDropG
6;0.92462060463;0.224606455911;0.061651085572;0.915550891054;0.239781784656;0.0676494640171;4LayerDropG
7;0.925269525522;0.222713825125;0.0610712281178;0.919119293442;0.23155302864;0.0642151070653;4LayerDropG
8;0.925777010845;0.221481778607;0.0606641293801;0.918497629845;0.234805926705;0.0648644908927;4LayerDropG
9;0.926393701968;0.219769348266;0.060143943731;0.920564590477;0.229411458318;0.063347566305;4LayerDropG
10;0.927029435752;0.218168937759;0.0596451703128;0.917147254125;0.234304012699;0.0650260596141;4LayerDropG
11;0.927752557401;0.216519266998;0.0591072226375;0.915702553528;0.237049908141;0.0671754773508;4LayerDropG
12;0.928285934445;0.215175061;0.0586885329357;0.920462039139;0.230896275554;0.0640319047117;4LayerDropG
13;0.92894762436;0.213572775472;0.0581917857754;0.919455956445;0.229436379544;0.0639885947182;4LayerDropG
14;0.929504214865;0.212365495298;0.0577899616695;0.920290526559;0.229722301817;0.0637536565594;4LayerDropG
15;0.930118709519;0.210901988932;0.0573185976385;0.919151697255;0.230407061522;0.0646858276186;4LayerDropG
0;0.920217379927;0.249200698919;0.067869113284;0.924063570023;0.229687078289;0.0627025624003;BassetAdam
1;0.92479460968;0.224276393803;0.0616206327208;0.927864973749;0.21695078814;0.059054756718;BassetAdam
2;0.926992023885;0.214127275171;0.0590952971474;0.928543542521;0.212128152847;0.0577988146288;BassetAdam
3;0.928347741042;0.20843038867;0.0576449137202;0.929495630264;0.205836597051;0.0568080550092;BassetAdam
4;0.929604440186;0.204008205329;0.0564687650267;0.928928552083;0.204625966617;0.0566214425479;BassetAdam
5;0.930694259322;0.200115644589;0.0554418337105;0.929914620808;0.205298994201;0.0561756053822;BassetAdam
6;0.931800762374;0.196741387169;0.0544977705739;0.926432913167;0.206970434802;0.0579737353708;BassetAdam
7;0.932802475945;0.193900889788;0.0536656173337;0.928496500356;0.202969834226;0.0567193570307;BassetAdam
8;0.933863473572;0.191211426366;0.0528483999435;0.927827515398;0.203101936204;0.0567442093832;BassetAdam
9;0.934787521731;0.18890536932;0.0521391134205;0.929195980617;0.204535512805;0.0565128744159;BassetAdam
